MOL_FORMULA	NUM_REPEATS	EXACT_MASS	NUM_CARBONS	ISOTOPE_2	ISOTOPE_3	ISOTOPE_4	ISOTOPE_5	ISOTOPE_6
C3H8N2S	4	104.04081925599999	3	0.03244718487819671	0.3199577613516368	0.010381728635790496	0.014459273108590767	
C4H8O3	16	104.04734411599999	4	0.04326291317092893	0.31995776135163667	0.01384230484772066	0.0019725334886900817	
C3H8N2O2	5	104.058577496	3	0.0324471848781967	0.3199577613516366	0.010381728635790498	0.0013150223257933883	
C5H12S	6	104.065971384	5	0.05407864146366117	0.3199577613516366	0.01730288105965083	0.014459273108590763	
C5H12O2	8	104.083729624	5	0.054078641463661176	0.31995776135163684	0.017302881059650835	0.0013150223257933883	
C4H12N2O	2	104.094963004	4	0.04326291317092893	0.3199577613516366	0.013842304847720657		
C3H7NOS	3	105.024834844	3	0.03244718487819671	0.3199577613516367	0.010381728635790495	0.014459273108590765	
C3H7NO3	6	105.04259308399999	3	0.0324471848781967	0.31995776135163656	0.010381728635790491	0.001972533488690081	
C7H7N	3	105.057849224	7	0.07571009804912561	0.3199577613516367	0.024224033483511157		
C4H11NO2	6	105.078978592	4	0.04326291317092893	0.31995776135163667	0.013842304847720657	0.001315022325793388	
C3H6O2S	4	106.008850432	3	0.032447184878196686	0.31995776135163667	0.010381728635790491	0.014459273108590767	
C3H6O4	4	106.026608672	3	0.032447184878196714	0.3199577613516368	0.0103817286357905	0.0026300446515867765	
C4H10OS	3	106.04523594	4	0.04326291317092894	0.3199577613516366	0.013842304847720657	0.014459273108590761	
C6H6N2	3	106.053098192	6	0.06489436975639337	0.3199577613516364	0.02076345727158098		
C4H10O3	4	106.06299417999999	4	0.043262913170928924	0.3199577613516367	0.013842304847720664	0.0019725334886900826	
C8H10	4	106.07825032	8	0.08652582634185786	0.31995776135163667	0.027684609695441315	0.0010480022572468182	
C6H5NO	5	107.03711378	6	0.06489436975639341	0.3199577613516367	0.02076345727158099		
C7H7O	2	107.049689844	7	0.0757100980491256	0.3199577613516364	0.024224033483511143		
C7H9N	12	107.073499288	7	0.07571009804912565	0.31995776135163667	0.02422403348351116		
C3H8S2	5	108.006742256	3	0.03244718487819671	0.3199577613516367	0.010381728635790495	0.028918546217181526	
C6H4O2	3	108.021129368	6	0.06489436975639341	0.3199577613516367	0.020763457271581	0.0013150223257933885	
C3H8O2S	2	108.024500496	3	0.032447184878196686	0.3199577613516366	0.010381728635790491	0.014459273108590758	
C3H8O4	2	108.042258736	3	0.03244718487819669	0.3199577613516368	0.010381728635790496	0.002630044651586778	
C7H8O	5	108.057514876	7	0.07571009804912562	0.31995776135163667	0.024224033483511164		
C6H8N2	12	108.06874825599999	6	0.0648943697563934	0.31995776135163667	0.020763457271580996		
C8H12	6	108.093900384	8	0.08652582634185785	0.3199577613516367	0.027684609695441315	0.0010480022572468182	
C2H7NO2S	3	109.019749464	2	0.02163145658546447	0.31995776135163656	0.006921152423860329	0.014459273108590758	
C6H7NO	15	109.052763844	6	0.06489436975639339	0.3199577613516366	0.020763457271580982		
C5H7N3	9	109.06399722399999	5	0.05407864146366116	0.3199577613516366	0.01730288105965083		
C7H11N	2	109.08914935199999	7	0.07571009804912561	0.3199577613516366	0.02422403348351114		
C4H2N2S	4	109.993869064	4	0.04326291317092894	0.3199577613516366	0.013842304847720657	0.014459273108590763	
C2H6O3S	2	110.00376505199999	2	0.02163145658546447	0.31995776135163667	0.006921152423860328	0.014459273108590758	
C2H7O3P	2	110.01328071399999	2	0.02163145658546447	0.3199577613516367	0.006921152423860331	0.001972533488690082	
CH6N2O2S	2	110.014998432	1	0.010815728292732233	0.31995776135163667	0.0034605762119301643	0.014459273108590761	
C6H6S	3	110.019021192	6	0.0648943697563934	0.31995776135163667	0.02076345727158099	0.014459273108590765	
C6H6O2	8	110.036779432	6	0.06489436975639343	0.3199577613516368	0.020763457271580996	0.001315022325793389	
C5H6N2O	18	110.048012812	5	0.054078641463661155	0.3199577613516366	0.017302881059650818		
C4H6N4	4	110.05924619199999	4	0.04326291317092893	0.3199577613516366	0.013842304847720664		
